player,Overall,Nationality,Team,Archetype,Position1,Position2,Height,Weight,Jersey,Year(s) in the NBA,Prior to NBA,Rank current,Rank all,Outside Scoring,Athleticism,Inside Scoring,Playmaking,Defending,Rebounding,Intangibles,Potential,Total Attributes,Close Shot,Mid-Range Shot,Three-Point Shot,Free Throw,Shot IQ,Offensive Consistency,Speed,Acceleration,Strength,Vertical,Stamina,Hustle,Overall Durability,Layup,Standing Dunk,Driving Dunk,Post Hook,Post Fade,Post Control,Draw Foul,Hands,Pass Accuracy,Ball Handle,Speed with Ball,Pass IQ,Pass Vision,Interior Defense,Perimeter Defense,Steal,Block,Lateral Quickness,Help Defense IQ,Pass Perception,Defensive Consistency,Offensive Rebound,Defensive Rebound,Team_Category
Vincent Askew,68,United States,1990-91 Golden State Warriors,Facilitating Finisher,SG,SF,198,95,4,0,Memphis,610,1,66,66,56,68,56,52,66,75,2329,71,66,43,81,70,65,60,55,55,70,75,66,79,65,60,76,25,44,33,72,70,70,69,56,74,70,50,60,58,25,64,64,58,65,67,37,Classic
Tom Tolbert,68,United States,1990-91 Golden State Warriors,Mid-Range Shooter,PF,C,201,106,3,0,Arizona,614,1,69,61,54,41,57,62,65,69,2188,74,72,64,73,63,65,45,45,62,57,65,77,76,46,55,46,48,52,44,71,69,46,57,25,46,33,65,47,59,56,47,64,52,65,60,63,Classic
Paul Mokeski,66,United States,1990-91 Golden State Warriors,Rebounder,C,PF,213,113,44,0,Kansas,630,1,70,47,48,40,52,71,65,67,2019,70,61,64,80,75,70,25,25,70,25,55,50,76,25,35,40,48,45,58,53,80,51,33,25,60,29,69,25,61,42,25,65,60,70,66,76,Classic
Baron  Davis,89,United States,2006-07 Golden State Warriors,2-Way Slashing Playmaker,PG,-,191,88,5,0,UCLA,90,359,79,86,61,90,75,59,98,89,2919,74,82,74,75,80,90,87,93,66,89,90,95,84,92,25,85,38,39,42,80,84,88,92,89,92,88,25,85,95,40,92,84,96,85,55,62,Classic
Al Harrington,82,United States,2006-07 Golden State Warriors,Stretch Four,PF,SF,206,104,3,0,St. Patrick High School,195,803,83,77,71,64,68,73,70,82,2763,73,81,93,69,95,85,69,64,68,85,95,80,80,70,45,85,78,80,76,48,85,62,70,62,72,54,74,58,74,65,58,74,74,65,70,75,Classic
Jason Richardson,81,United States,2006-07 Golden State Warriors,Floor-Spacing Slasher,SG,SF,198,101,23,0,Michigan State,202,814,81,86,79,72,72,61,40,89,2898,75,71,81,66,95,95,94,92,64,98,97,85,70,83,90,98,65,78,77,48,93,76,83,79,58,62,67,78,71,49,81,75,69,85,50,71,Classic
Stephen Jackson,81,United States,2006-07 Golden State Warriors,Mid-Range Specialist,SF,-,203,104,1,0,Butler County Community College,209,825,74,73,66,74,67,57,84,83,2667,40,82,78,81,78,85,71,73,43,81,90,73,82,82,45,70,60,75,66,55,76,75,78,67,74,75,63,77,65,56,81,74,51,65,48,65,Classic
Adonal Foyle,77,Saint Vincent and the Grenadines,2006-07 Golden State Warriors,Glass-Cleaning Lockdown,C,-,213,118,31,0,Colgate,309,1,51,65,59,36,71,86,50,78,2276,92,45,25,44,65,35,30,25,88,60,85,85,85,50,65,49,67,52,66,44,75,32,35,25,59,27,87,56,58,90,56,88,47,85,88,83,Classic
Matt Barnes,76,United States,2006-07 Golden State Warriors,3PT Specialist,SF,PF,201,102,22,0,UCLA,354,1,65,79,57,59,70,62,70,76,2525,72,74,82,73,60,30,74,72,69,85,94,85,77,72,40,68,52,52,42,45,81,62,60,58,56,61,74,80,60,52,81,75,68,70,47,76,Classic
Kelenna Azubuike,73,United Kingdom,2006-07 Golden State Warriors,3PT Specialist,SG,SF,196,99,7,0,Kentucky,477,1,67,75,59,73,61,50,50,74,2464,42,72,84,78,79,45,83,82,44,74,82,85,72,76,40,85,32,59,45,50,82,75,79,67,77,66,33,74,61,52,76,64,65,60,43,57,Classic
Stephen Curry,97,United States,2015-16 Golden State Warriors,All-Around 2-Way,PG,-,191,86,30,1,Davidson,18,55,95,84,58,94,72,46,98,97,2948,90,93,99,91,98,98,87,95,48,78,98,98,86,97,25,36,35,52,35,84,98,96,97,91,97,88,30,82,77,37,89,82,95,80,38,53,Classic
Klay Thompson,92,United States,2015-16 Golden State Warriors,2-Way 3-Level Scorer,SG,SF,201,97,11,9,Washington State,58,265,91,76,67,68,79,42,85,92,2846,75,94,97,87,95,98,69,71,55,67,91,85,94,88,35,65,35,78,68,79,90,77,76,67,80,38,64,91,59,51,94,90,88,95,36,47,Classic
Draymond Green,90,United States,2015-16 Golden State Warriors,2-Way Stretch Playmaker,PF,C,201,104,23,8,Michigan State,76,319,76,83,71,80,86,70,98,90,3017,75,68,85,70,90,65,74,72,90,66,93,98,88,79,55,74,68,64,69,60,98,84,77,72,92,77,97,69,85,80,69,97,92,98,54,85,Classic
Andre Iguodala,81,United States,2015-16 Golden State Warriors,2-Way Mid-Range Shooter,SF,PF,198,97,9,6,Arizona,210,829,65,77,61,74,79,49,25,83,2623,73,82,78,61,64,30,72,76,68,75,80,85,82,73,55,80,56,57,59,32,75,73,80,75,78,64,80,90,63,55,90,85,86,85,40,58,Classic
Harrison Barnes,80,United States,2015-16 Golden State Warriors,Sharpshooter,SF,PF,203,101,40,8,UNC,225,855,78,80,64,59,62,51,80,84,2598,82,92,85,76,84,50,78,61,70,98,92,78,82,78,55,81,48,67,48,56,80,43,74,69,77,34,54,75,59,37,80,65,65,60,43,58,Classic
Andrew Bogut,77,Australia,2015-16 Golden State Warriors,Paint Defender,C,-,213,117,12,5,Utah,307,1,53,61,63,45,64,80,85,78,2302,79,43,33,48,74,40,40,25,80,57,78,72,73,52,75,60,72,60,69,38,77,41,38,25,68,52,84,28,59,76,28,85,71,80,68,91,Classic
Shaun Livingston,75,United States,2015-16 Golden State Warriors,Mid-Range Maestro,PG,SG,201,86,34,6,Peoria Centra High School,381,1,73,68,65,78,67,42,78,76,2601,93,92,45,86,74,45,69,68,40,60,89,75,77,77,40,69,50,73,68,54,88,85,77,73,88,69,51,76,61,51,85,71,74,70,36,48,Classic
Leandro Barbosa,75,Brazil,2015-16 Golden State Warriors,Sharpshooter,SG,-,191,87,19,0,Brazil,383,1,79,71,46,66,50,42,70,76,2298,65,90,80,84,85,70,73,84,42,66,80,73,77,78,25,25,30,47,30,61,74,58,78,80,65,50,36,57,61,42,61,60,42,40,33,50,Classic
Anderson Varejao,73,Brazil,2015-16 Golden State Warriors,Finisher,C,-,211,123,18,0,Brazil,467,1,59,61,62,44,60,74,78,75,2278,82,66,25,55,88,40,46,36,65,58,65,85,70,68,65,52,63,57,68,58,62,58,35,25,64,39,73,37,61,65,37,79,60,70,66,82,Classic
Ian Clark,72,United States,2015-16 Golden State Warriors,Sharpshooter,SG,PG,191,79,21,0,Belmont,507,1,79,69,47,61,50,42,60,74,2247,75,84,82,82,85,65,72,73,40,69,80,66,82,76,25,45,27,40,26,70,64,58,75,70,60,42,45,48,63,40,53,61,57,30,36,47,Classic
Kevon Looney,71,United States,2015-16 Golden State Warriors,Finisher,PF,C,206,99,36,5,UCLA,532,1,56,69,59,52,62,74,56,76,2330,51,60,59,62,68,35,60,67,45,63,85,82,84,77,55,50,55,52,62,52,66,56,60,43,66,36,63,61,61,70,61,69,64,50,77,71,Classic
Kevin Durant,97,United States,2016-17 Golden State Warriors,2-Way Scoring Machine,SF,PF,206,108,35,3,Texas,11,46,95,80,80,78,74,51,98,98,3041,98,98,88,89,97,98,80,80,63,77,94,75,88,94,60,85,70,88,80,70,91,75,86,80,78,73,68,86,37,66,87,85,75,85,32,69,Classic
Stephen Curry,96,United States,2016-17 Golden State Warriors,All-Around 2-Way,PG,-,191,86,30,1,Davidson,24,96,94,83,57,93,71,46,98,96,2918,90,93,99,91,95,98,85,85,48,78,98,98,86,95,25,36,35,52,35,80,98,96,97,88,97,88,30,82,77,37,84,82,95,80,38,53,Classic
Klay Thompson,92,United States,2016-17 Golden State Warriors,2-Way 3-Level Scorer,SG,SF,201,97,11,9,Washington State,59,267,91,76,67,68,79,42,85,92,2846,75,94,97,87,95,98,69,71,55,67,91,85,94,88,35,65,35,78,68,79,90,77,76,67,80,38,64,91,59,51,94,90,88,95,36,47,Classic
Draymond Green,87,United States,2016-17 Golden State Warriors,2-Way Playmaker,PF,C,201,104,23,8,Michigan State,111,516,70,82,66,80,86,58,90,87,2902,71,65,73,70,80,60,74,72,90,66,88,98,88,75,55,70,68,64,69,44,80,84,77,72,92,77,97,69,85,80,69,97,92,98,50,66,Classic
Andre Iguodala,80,United States,2016-17 Golden State Warriors,Mid-Range Specialist,SF,PF,198,97,9,6,Arizona,227,861,65,77,61,74,79,49,70,83,2668,73,82,78,61,64,30,72,76,68,75,80,85,82,73,55,80,56,57,59,32,75,73,80,75,78,64,80,90,63,55,90,85,86,85,40,58,Classic
JaVale McGee,78,United States,2016-17 Golden State Warriors,Glass-Cleaning Finisher,C,-,213,122,7,2,Nevada,266,935,63,70,66,33,64,81,90,90,2410,79,64,43,66,60,65,65,47,75,69,78,75,80,64,95,90,63,58,64,55,37,25,35,26,48,30,75,47,42,89,53,84,67,55,82,80,Classic
Kevon Looney,75,United States,2016-17 Golden State Warriors,Glass Cleaner,PF,C,206,99,36,5,UCLA,384,1,63,69,59,52,69,82,56,76,2441,51,60,59,62,88,55,60,67,45,63,85,82,84,77,55,50,55,52,62,52,66,56,60,43,66,36,74,61,61,74,61,75,74,75,84,79,Classic
Matt Barnes,73,United States,2016-17 Golden State Warriors,Inside-Out Scorer,SF,PF,201,102,22,0,UCLA,476,1,63,79,57,59,66,52,65,74,2452,87,52,77,73,60,30,74,72,69,85,94,85,77,72,40,68,52,52,42,45,81,62,60,58,56,61,60,70,60,52,76,75,68,65,47,56,Classic
Damian Jones,72,United States,2016-17 Golden State Warriors,Interior Big,C,-,211,110,30,4,Vanderbilt,490,1,67,76,64,37,54,64,80,77,2341,84,66,57,72,85,35,63,55,80,92,80,85,78,75,75,75,52,40,70,44,80,34,35,38,48,30,73,40,42,74,42,73,40,45,62,65,Classic
Gilbert Arenas,91,United States,2006-07 Washington Wizards,Offensive Threat,PG,SG,191,86,0,0,Arizona,63,280,90,90,70,84,72,58,98,96,3040,84,92,83,84,98,98,90,90,78,85,98,96,95,84,35,75,40,68,64,96,98,84,92,88,85,73,67,79,75,50,78,75,78,75,54,62,Classic
Antawn Jamison,87,United States,2006-07 Washington Wizards,2-Way Inside-Out Scorer,PF,C,206,113,4,0,UNC,106,486,84,70,75,52,69,85,94,88,2758,88,76,81,74,95,90,42,40,95,50,90,90,80,70,80,50,86,92,90,57,78,58,48,25,60,69,88,45,65,72,45,84,68,85,84,86,Classic
Caron Butler,86,United States,2006-07 Washington Wizards,Mid-Range Finisher,SF,-,201,103,3,0,UConn,126,567,86,79,69,75,64,46,85,87,2768,86,82,75,86,93,95,79,78,74,60,95,79,86,86,35,80,47,75,74,87,70,70,80,73,80,72,54,75,75,37,80,74,58,55,40,51,Classic
Antonio Daniels,79,United States,2006-07 Washington Wizards,Well-Rounded Guard,SG,PG,193,88,6,0,Bowling Green,231,876,78,75,57,76,61,41,95,87,2572,79,76,72,83,85,75,73,72,46,84,93,67,87,80,40,80,25,63,36,52,76,78,79,73,78,72,34,74,63,37,76,73,62,65,37,45,Classic
Brendan Haywood,79,United States,2006-07 Washington Wizards,Glass-Cleaning Lockdown,C,-,213,118,33,0,UNC,260,926,46,65,68,36,59,86,85,79,2260,60,45,25,55,60,30,30,25,84,60,85,85,85,50,85,49,74,69,70,70,75,32,35,25,59,27,84,27,57,84,27,84,47,65,88,84,Classic
Etan Thomas,79,United States,2006-07 Washington Wizards,Glass-Cleaning Lockdown,C,-,211,113,36,0,Syracuse,264,933,56,67,66,39,64,85,80,78,2357,82,74,25,56,61,35,40,35,79,58,78,95,83,46,75,69,68,62,66,65,76,32,35,25,64,37,80,40,48,87,40,80,69,65,86,83,Classic
DeShawn Stevenson,76,United States,2006-07 Washington Wizards,2-Way Sharpshooter,SF,-,201,100,2,0,Washington Union High School,341,1,67,73,57,52,74,55,40,78,2446,60,86,85,70,70,30,72,69,42,84,92,72,81,71,40,75,35,51,44,60,82,54,68,53,46,37,55,84,73,56,87,81,74,80,41,68,Classic
Roger Mason,71,United States,2006-07 Washington Wizards,Floor-Spacing Slasher,SG,-,196,92,8,0,Virginia,545,1,79,68,43,69,47,30,70,71,2222,70,65,76,87,95,80,82,79,30,80,75,60,70,70,35,50,30,30,30,27,75,72,77,72,75,50,30,55,50,25,74,55,40,50,30,30,Classic
Bob Pettit,95,United States,All-Time Atlanta Hawks,2-Way 3-Level Scorer,PF,C,206,92,9,0,LSU,58,152,95,83,90,64,73,97,85,95,3149,98,95,96,82,98,98,66,60,88,82,98,98,92,77,90,75,94,96,95,97,95,62,62,59,69,70,82,49,76,88,49,82,78,80,95,98,All-Time
Dominique Wilkins,95,United States,All-Time Atlanta Hawks,2-Way Slasher,SF,SG,201,90,21,0,Georgia,60,155,91,91,87,76,76,73,80,95,3185,97,95,75,85,97,98,94,94,77,98,96,85,94,96,96,98,50,84,76,94,98,70,84,85,82,60,63,82,69,47,82,84,84,95,68,78,All-Time
Dikembe Mutombo,92,DR Congo,All-Time Atlanta Hawks,Paint Beast,C,PF,218,113,55,0,Georgetown,117,270,67,78,69,35,84,95,80,92,2719,88,55,25,71,95,70,68,53,83,85,85,80,95,32,97,40,95,48,71,75,95,45,29,25,45,32,98,63,58,99,63,98,98,98,96,94,All-Time
Cliff Hagan,91,United States,All-Time Atlanta Hawks,2-Way 3-Level Scorer,SF,SG,193,95,16,0,Kentucky,123,283,92,85,76,77,78,83,70,96,3089,94,92,90,83,95,95,75,75,80,68,99,97,98,84,40,65,96,85,72,80,85,82,78,76,82,68,65,83,80,68,84,83,80,80,82,84,All-Time
Lou Hudson,91,United States,All-Time Atlanta Hawks,Scoring Machine,SF,SG,196,95,23,0,Minnesota,125,291,89,83,71,78,70,41,98,91,2902,92,94,88,76,87,95,81,81,75,84,95,84,82,94,50,83,51,65,66,76,85,78,86,80,74,70,60,75,77,31,75,82,80,80,46,35,All-Time
Trae Young,88,United States,All-Time Atlanta Hawks,Offensive Threat,PG,-,185,81,11,2,Oklahoma,201,408,88,79,54,91,48,44,65,93,2597,82,91,90,85,84,98,84,87,50,78,90,75,86,87,25,30,28,60,34,84,80,92,92,84,96,92,31,55,43,30,70,58,70,30,34,54,All-Time
Joe Caldwell,88,United States,All-Time Atlanta Hawks,2-Way Slasher,SG,SF,196,88,27,0,Arizona State,205,420,87,82,74,78,80,54,50,89,2967,92,78,78,87,92,95,83,75,65,78,98,97,81,90,40,80,49,78,72,89,93,75,86,79,78,72,68,90,77,47,92,89,88,90,49,58,All-Time
Steve Smith,87,United States,All-Time Atlanta Hawks,Sharpshooter,SG,SF,201,90,8,0,Michigan State,256,484,90,77,69,71,68,49,98,88,2812,82,94,88,85,95,97,78,75,70,60,95,80,84,77,60,60,67,51,70,76,87,68,78,74,84,49,60,77,61,47,77,70,78,75,53,44,All-Time
Pete Maravich,87,United States,All-Time Atlanta Hawks,Slashing Playmaker,SG,PG,196,89,44,0,LSU,274,507,83,73,62,90,62,43,95,87,2718,91,85,78,81,82,82,73,73,41,65,92,84,82,95,25,48,40,74,51,78,85,90,94,81,92,94,38,75,63,28,75,70,65,80,38,48,All-Time
Paul Millsap,87,United States,All-Time Atlanta Hawks,Interior Force,PF,SF,203,111,4,4,Louisiana Tech,282,519,84,75,82,65,78,63,85,87,2927,85,80,74,77,95,90,59,39,87,66,95,89,91,82,70,73,88,84,87,79,95,61,64,58,74,66,95,64,64,62,64,92,85,95,51,75,All-Time
Kevin Willis,87,United States,All-Time Atlanta Hawks,Paint Beast,PF,C,213,99,42,0,Michigan State,287,525,83,64,83,30,59,94,80,87,2578,89,70,69,80,92,95,34,28,78,75,75,69,90,77,95,65,92,65,88,84,95,30,38,25,28,27,84,28,61,70,28,80,54,65,95,93,All-Time
Doc Rivers,86,United States,All-Time Atlanta Hawks,Offensive Threat,PG,SG,193,83,25,0,Marquette,329,591,82,75,61,91,71,41,80,86,2768,84,84,80,86,80,75,80,70,60,68,86,85,79,89,25,60,25,55,66,84,80,92,87,90,93,94,60,78,91,37,82,76,70,70,37,44,All-Time
Al Horford,85,United States,All-Time Atlanta Hawks,2-Way 3-Level Scorer,C,-,208,113,15,3,Florida,370,659,89,74,77,63,74,64,85,85,2875,97,97,80,82,96,80,53,48,90,69,93,85,78,74,80,61,87,86,87,60,84,75,50,33,88,70,92,63,42,78,67,92,70,90,57,71,All-Time
Tree Rollins,84,United States,All-Time Atlanta Hawks,Glass-Cleaning Lockdown,C,PF,216,106,30,0,Clemson,405,715,62,75,59,29,69,89,75,84,2397,78,68,40,76,48,63,55,50,90,78,85,85,81,30,86,42,70,54,44,65,78,35,26,25,31,28,91,27,58,97,27,91,68,90,88,90,All-Time
Kyle Korver,84,United States,All-Time Atlanta Hawks,Sharpshooter,SG,SF,201,95,26,7,Creighton,409,719,93,73,57,65,63,56,60,84,2614,88,91,98,93,98,90,65,63,50,65,95,95,81,78,25,45,28,74,45,65,96,70,70,50,82,55,65,59,70,51,59,72,62,65,48,64,All-Time
Bill Russell,98,United States,All-Time Boston Celtics,Paint Beast,C,PF,208,97,6,0,San Francisco,12,40,71,93,90,63,88,98,70,98,3185,90,45,29,65,98,98,86,85,92,98,98,99,96,87,95,95,92,78,90,85,98,67,45,43,94,68,99,69,72,99,69,99,99,99,98,98,All-Time
Larry Bird,98,United States,All-Time Boston Celtics,2-Way 3-Level Facilitator,SF,PF,206,99,33,0,Indiana State University,13,41,96,74,74,83,84,73,70,98,3091,96,98,98,89,99,98,55,54,65,50,97,98,99,72,40,45,70,97,96,76,98,94,79,64,95,85,85,85,75,47,85,97,98,99,61,84,All-Time
Bob Cousy,96,United States,All-Time Boston Celtics,All-Around 2-Way,PG,-,185,79,14,0,Holy Cross,43,113,93,85,61,96,76,74,80,96,3051,88,96,95,84,98,95,95,94,56,80,98,90,81,95,25,25,45,61,55,88,97,98,92,95,98,97,30,91,94,30,92,89,90,90,70,78,All-Time
John Havlicek,96,United States,All-Time Boston Celtics,All-Around 2-Way,SF,SG,196,91,17,0,Ohio State,45,121,94,85,78,83,90,75,70,96,3232,95,95,94,87,95,98,75,75,80,68,99,97,98,95,40,75,80,85,68,85,97,78,86,76,90,84,65,97,95,74,97,97,98,98,70,80,All-Time
Kevin McHale,95,United States,All-Time Boston Celtics,2-Way Mid-Range Finisher,PF,C,208,95,32,0,Minnesota,65,166,90,80,87,52,78,92,60,95,3012,96,85,78,89,98,95,68,63,88,60,98,95,85,80,80,65,95,92,98,88,95,60,55,28,75,42,98,53,55,80,53,98,90,95,92,92,All-Time
Dave Cowens,95,United States,All-Time Boston Celtics,2-Way Mid-Range Finisher,C,PF,206,104,18,0,Florida State,66,167,91,83,91,54,84,96,50,95,3133,97,91,78,85,97,98,66,50,95,82,98,98,91,84,95,70,95,94,96,95,98,62,44,28,82,55,97,63,60,95,63,98,98,98,96,96,All-Time
Jo Jo White,94,United States,All-Time Boston Celtics,2-Way Slashing Playmaker,PG,-,191,86,10,0,Kansas,70,182,91,88,64,94,80,30,98,94,3036,95,88,78,87,98,98,96,96,60,84,95,90,96,90,25,60,40,66,58,80,90,93,93,96,95,95,94,89,70,40,92,92,80,85,30,30,All-Time
Paul Pierce,94,United States,All-Time Boston Celtics,2-Way Scoring Machine,SF,PF,201,106,34,0,Kansas,74,188,93,82,75,77,80,49,91,94,3037,92,92,92,84,98,98,81,80,85,70,96,76,86,89,45,75,52,90,79,77,94,70,82,75,88,70,69,91,74,50,91,89,85,90,36,61,All-Time
Robert Parish,93,United States,All-Time Boston Celtics,Paint Beast,C,PF,213,104,0,0,Centenary College of Louisiana,84,217,77,75,87,42,78,96,98,93,2895,93,72,25,77,98,95,58,55,95,65,95,73,85,78,90,70,94,93,95,85,94,50,45,25,54,34,92,55,65,80,55,94,89,90,95,96,All-Time
Sam Jones,92,United States,All-Time Boston Celtics,2-Way 3-Level Scorer,SG,SF,193,89,24,0,NC Central,105,254,93,85,63,78,71,48,98,92,2896,95,95,90,82,98,98,79,80,75,82,95,92,90,89,35,66,36,65,51,82,82,82,72,79,85,70,50,85,65,43,85,78,75,85,48,47,All-Time
Kevin Garnett,92,United States,All-Time Boston Celtics,2-Way Mid-Range Finisher,PF,C,211,99,5,0,Mauldin High School,111,261,86,73,79,59,74,78,96,92,2888,92,91,69,80,97,85,61,46,74,85,90,65,88,72,80,50,82,87,95,74,95,63,60,28,75,69,95,41,71,71,41,96,80,96,70,86,All-Time
Rajon Rondo,90,United States,All-Time Boston Celtics,2-Way Slashing Playmaker,PG,-,185,77,9,4,Kentucky,152,333,75,82,58,94,79,50,80,90,2859,75,74,75,61,92,75,85,96,48,85,88,92,79,97,25,30,60,50,50,61,90,97,92,96,97,90,36,92,95,37,93,84,97,95,46,54,All-Time
Tom Heinsohn,89,United States,All-Time Boston Celtics,2-Way 3-Level Scorer,PF,C,201,98,15,0,Holy Cross,167,365,90,77,72,54,74,85,95,89,2871,94,86,84,84,97,95,60,58,88,70,88,94,81,75,48,59,88,58,85,80,85,54,69,31,60,58,92,46,70,65,46,90,84,95,82,88,All-Time
Ray Allen,88,United States,All-Time Boston Celtics,2-Way 3-Level Scorer,SG,SF,196,92,20,0,UConn,241,458,93,77,63,73,69,44,60,88,2747,85,86,99,90,98,98,74,71,62,75,95,82,82,85,25,66,44,60,60,66,94,74,78,71,82,58,45,84,60,37,84,82,80,80,42,45,All-Time
Antoine Walker,87,United States,All-Time Boston Celtics,3-Level Scorer,PF,SF,203,101,8,0,Kentucky,296,536,88,83,80,74,69,83,70,87,2991,96,84,82,74,96,95,79,80,85,74,95,85,85,93,50,65,82,88,82,84,97,69,79,75,74,72,74,61,58,65,61,78,76,75,80,86,All-Time
Julius Erving,97,United States,All-Time Brooklyn Nets,2-Way Scoring Machine,SF,SG,198,90,6,0,UMass,18,60,91,93,85,78,84,59,98,97,3249,93,93,82,80,98,98,91,90,85,98,98,95,95,98,80,98,69,70,75,93,95,74,85,84,84,65,74,90,75,60,90,96,90,95,63,55,All-Time
Jason Kidd,96,United States,All-Time Brooklyn Nets,All-Around 2-Way,PG,SG,193,92,5,0,California,42,109,88,87,67,96,84,60,85,96,3124,84,88,80,81,98,95,93,94,70,82,98,90,84,94,25,29,60,68,70,94,95,98,93,94,97,98,70,94,96,30,96,95,95,95,45,75,All-Time
Drazen Petrovic,90,Croatia,All-Time Brooklyn Nets,3-Level Scorer,SG,SF,196,88,3,0,Croatia,143,323,94,72,56,71,64,53,95,90,2680,90,98,98,87,97,95,74,74,60,40,85,85,89,85,30,57,25,51,25,88,90,78,75,74,75,54,42,75,65,27,75,75,77,75,51,54,All-Time
Vince Carter,89,United States,All-Time Brooklyn Nets,Scoring Machine,SF,SG,198,99,15,2,UNC,185,387,86,85,79,81,74,53,75,89,3009,91,85,84,79,90,85,86,86,57,98,98,90,79,93,80,95,46,78,67,78,98,82,85,85,85,70,60,80,63,61,80,77,88,80,51,55,All-Time
Buck Williams,88,United States,All-Time Brooklyn Nets,Paint Beast,PF,C,203,97,52,0,Maryland,215,431,75,77,77,34,66,92,93,88,2666,94,79,25,71,88,90,65,50,90,74,85,90,85,70,95,58,85,64,84,77,85,30,28,28,54,29,85,33,62,65,33,86,74,90,90,94,All-Time
Kenny Anderson,88,United States,All-Time Brooklyn Nets,Offensive Threat,PG,-,183,76,7,0,Georgia Tech,235,452,88,75,59,93,65,36,75,88,2753,85,86,84,84,96,95,85,90,35,65,94,70,88,91,25,40,47,63,41,79,89,95,95,93,94,90,30,75,78,29,84,76,78,70,37,34,All-Time
Derrick Coleman,88,United States,All-Time Brooklyn Nets,2-Way Mid-Range Finisher,PF,PF,208,104,44,0,Syracuse,244,461,88,74,83,50,70,87,55,88,2838,92,88,78,81,96,95,63,55,92,52,95,80,82,79,70,65,90,84,92,88,92,55,48,25,74,50,83,46,57,82,46,84,77,85,84,90,All-Time
Brook Lopez,87,United States,All-Time Brooklyn Nets,2-Way 3-Level Scorer,C,-,213,124,11,2,Stanford,262,494,90,64,80,46,61,86,98,87,2705,93,90,80,81,97,98,25,25,93,60,95,74,76,72,85,60,92,85,93,76,80,35,35,25,78,59,82,25,56,81,25,84,69,65,82,89,All-Time
Richard Jefferson,87,United States,All-Time Brooklyn Nets,3-Level Scorer,SF,SG,201,104,24,0,Arizona,291,531,89,84,73,70,69,43,75,87,2854,86,88,85,84,96,95,83,81,69,92,98,85,78,85,60,95,45,62,70,85,81,68,79,76,67,62,70,74,60,47,74,78,73,75,31,55,All-Time
Kenyon Martin,87,United States,All-Time Brooklyn Nets,2-Way Mid-Range Finisher,PF,C,206,101,6,0,Cincinnati,300,540,81,85,80,47,70,94,50,87,2835,96,85,79,68,75,80,73,79,80,85,97,95,85,80,90,70,78,65,78,82,97,48,43,30,62,53,82,60,74,82,60,82,68,50,94,93,All-Time
D’Angelo Russell,86,United States,All-Time Brooklyn Nets,Offensive Threat,PG,-,196,89,1,5,Ohio State,310,564,89,73,58,83,57,44,98,87,2657,92,89,82,78,97,98,76,76,54,71,88,65,83,86,25,45,35,55,60,78,81,79,86,76,88,88,40,64,56,40,80,59,79,35,36,52,All-Time
Otis Birdsong,86,United States,All-Time Brooklyn Nets,Offensive Threat,SG,-,191,86,10,0,Houston,315,575,86,72,56,80,63,41,98,86,2638,84,88,80,78,95,90,81,72,31,80,98,56,83,87,25,65,25,57,30,80,80,84,86,75,84,72,38,70,78,45,78,70,68,60,32,49,All-Time
Keith Van Horn,86,United States,All-Time Brooklyn Nets,Sharpshooter,SF,PF,208,99,44,0,Utah,319,580,88,64,71,65,59,76,90,86,2668,82,88,87,86,92,95,68,65,36,53,95,60,73,82,50,65,64,75,64,80,85,74,73,68,70,42,52,75,52,50,75,64,50,50,74,78,All-Time
Kendall Gill,86,United States,All-Time Brooklyn Nets,Mid-Range Finisher,SG,SF,196,90,13,0,Illinois,334,596,88,82,74,74,78,54,72,86,2946,88,89,79,80,97,95,79,78,70,85,96,85,78,88,65,90,52,74,48,88,84,77,75,70,84,62,56,78,95,55,80,80,96,85,52,55,All-Time
Glen Rice,90,United States,All-Time Charlotte Hornets,3-Level Scorer,SF,-,201,97,41,0,Michigan,154,338,94,82,73,72,72,56,50,90,2906,92,97,97,88,90,98,83,81,78,70,97,84,84,90,54,69,66,59,80,70,92,64,79,80,74,61,61,78,66,41,83,82,81,85,46,66,All-Time
Kemba Walker,89,United States,All-Time Charlotte Hornets,Offensive Threat,PG,-,185,83,15,9,Connecticut,173,374,89,82,54,87,62,44,90,89,2735,71,91,90,84,98,98,85,90,50,81,93,90,86,87,25,30,28,60,35,81,88,87,96,85,88,79,32,75,49,50,77,72,77,60,34,54,All-Time
Eddie Jones,89,United States,All-Time Charlotte Hornets,2-Way Scoring Machine,SG,SF,198,86,6,0,Temple,187,389,90,80,67,71,85,43,70,89,2916,88,85,92,84,95,95,73,75,60,84,93,86,88,83,50,85,29,75,55,75,85,68,88,80,69,52,60,93,96,52,94,94,95,95,41,45,All-Time
Alonzo Mourning,89,United States,All-Time Charlotte Hornets,Paint Beast,C,PF,208,110,33,0,Georgetown,79,400,82,82,84,41,80,86,50,89,2894,88,77,62,78,96,90,65,60,96,82,98,95,80,80,85,70,84,84,91,84,92,33,50,30,64,29,90,62,74,97,62,92,78,85,84,88,All-Time
Larry Johnson,88,United States,All-Time Charlotte Hornets,3-Level Scorer,PF,SF,198,116,2,0,UNLV,218,434,89,81,83,71,66,85,90,88,2995,91,88,84,83,95,95,69,68,88,85,95,77,88,75,87,77,76,85,90,80,90,74,71,66,75,70,82,50,56,37,50,81,80,90,85,84,All-Time
